run	bioproject	Gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (depth)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	investigation type	project name	sample name	scientific_name	sequencing method	soil environmental package	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev
ERR1877660	PRJEB18701	0.545	WGS	RANDOM	Illumina HiSeq 2500	AV105	soil metagenome	ERX1938185	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892435	ERS1581603	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	SAMEA103892435	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	public	AV105	2014/2015	Moist_tropical_forests	-	soil	Brazil	0	0	-3.598	-69.53	metagenome	18S metabarcoding data of global soil samples	AV105	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1085131	544735762	311324692	2018-07-04 10:39:43	251	0	251	0
ERR1877661	PRJEB18701	0.744	WGS	RANDOM	Illumina HiSeq 2500	AV105	soil metagenome	ERX1938186	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892435	ERS1581603	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	SAMEA103892435	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	public	AV105	2014/2015	Moist_tropical_forests	-	soil	Brazil	0	0	-3.598	-69.53	metagenome	18S metabarcoding data of global soil samples	AV105	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1481507	743716514	435893987	2018-07-04 10:39:43	251	0	251	0
ERR1877662	PRJEB18701	0.573	WGS	RANDOM	Illumina HiSeq 2500	S249	soil metagenome	ERX1938187	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892576	ERS1581744	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	SAMEA103892576	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	public	S249	2014/2015	Temperate_coniferous_forests	-	soil	Estonia	0	0	57.87791	27.68945	metagenome	18S metabarcoding data of global soil samples	S249	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1140809	572686118	344201552	2018-07-04 10:39:43	251	0	251	0
ERR1877663	PRJEB18701	0.586	WGS	RANDOM	Illumina HiSeq 2500	S181	soil metagenome	ERX1938188	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892546	ERS1581714	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892546	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S181	2014/2015	Southern_temperate_forests	-	soil	Australia	0	0	-42.833	146.367	metagenome	18S metabarcoding data of global soil samples	S181	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1167315	585992130	346187209	2018-07-04 10:39:43	251	0	251	0
ERR1877664	PRJEB18701	0.582	WGS	RANDOM	Illumina HiSeq 2500	S148	soil metagenome	ERX1938189	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892534	ERS1581702	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892534	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S148	2014/2015	Moist_tropical_forests	-	soil	Panama	0	0	8.7574	-82.26828	metagenome	18S metabarcoding data of global soil samples	S148	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1159568	582103136	339011864	2018-07-04 10:39:43	251	0	251	0
ERR1877665	PRJEB18701	1.254	WGS	RANDOM	Illumina HiSeq 2500	S148	soil metagenome	ERX1938190	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892534	ERS1581702	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892534	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S148	2014/2015	Moist_tropical_forests	-	soil	Panama	0	0	8.7574	-82.26828	metagenome	18S metabarcoding data of global soil samples	S148	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	2498013	1254002526	708867108	2018-07-04 10:39:43	251	0	251	0
ERR1877666	PRJEB18701	0.471	WGS	RANDOM	Illumina HiSeq 2500	S099	soil metagenome	ERX1938191	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892620	ERS1581788	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892620	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S099	2014/2015	Moist_tropical_forests	-	soil	Sri Lanka	0	0	6.41782	80.4237	metagenome	18S metabarcoding data of global soil samples	S099	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	938852	471303704	279879621	2018-07-04 10:39:43	251	0	251	0
ERR1877667	PRJEB18701	0.38	WGS	RANDOM	Illumina HiSeq 2500	S099	soil metagenome	ERX1938192	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892620	ERS1581788	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892620	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S099	2014/2015	Moist_tropical_forests	-	soil	Sri Lanka	0	0	6.41782	80.4237	metagenome	18S metabarcoding data of global soil samples	S099	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	756997	380012494	223585364	2018-07-04 10:39:43	251	0	251	0
ERR1877668	PRJEB18701	0.455	WGS	RANDOM	Illumina HiSeq 2500	G2669	soil metagenome	ERX1938193	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892461	ERS1581629	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892461	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2669	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-7.30364	147.13239	metagenome	18S metabarcoding data of global soil samples	G2669	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	906756	455191512	263171216	2018-07-04 10:39:43	251	0	251	0
ERR1877669	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2669	soil metagenome	ERX1938194	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892461	ERS1581629	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892461	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2669	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-7.30364	147.13239	metagenome	18S metabarcoding data of global soil samples	G2669	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1128393806	2018-07-04 10:39:43	251	0	251	0
ERR1877670	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2669	soil metagenome	ERX1938195	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892461	ERS1581629	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892461	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2669	2014/2015	Moist_tropical_forests	-	soil	Papua New Guinea	0	0	-7.30364	147.13239	metagenome	18S metabarcoding data of global soil samples	G2669	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1148935248	2018-07-04 10:39:43	251	0	251	0
